,Formatted_Date,Date,Title,Explanation,Link
1275,,July 7,Centurion Air Cargo Flight 164,"Centurion Air Cargo Flight 164, a Boeing 747-200BSF operated by Kalitta Air, crashes shortly after taking off from Bogota's El Dorado International Airport, Colombia due to an engine failure. All eight crew survive, but two on the ground are killed.",https://en.wikipedia.org/wiki/Centurion_Air_Cargo_Flight_164
1276,,July 25,Qantas Flight 30,"Qantas Flight 30, a Boeing 747-400 en route from Hong Kong to Melbourne, performs an emergency descent and lands in Manila after a hull penetration results in rapid decompression; all aboard survive.",https://en.wikipedia.org/wiki/Qantas_Flight_30
1277,,July 31,East Coast Jets Flight 81,"East Coast Jets Flight 81, a Hawker 800 overran the runway and crashed into a cornfield near Owatonna Degner Regional Airport in Minnesota. All eight onboard were killed.",https://en.wikipedia.org/wiki/East_Coast_Jets_Flight_81
1278,,August 20,Spanair Flight 5022,"Spanair Flight 5022, a McDonnell Douglas MD-82, crashes on takeoff at Barajas Airport in Madrid, Spain. Of the 172 people on board, 154 are killed.",https://en.wikipedia.org/wiki/Spanair_Flight_5022
1280,,August 24,Iran Aseman Airlines Flight 6895,"Iran Aseman Airlines Flight 6895, a Boeing 737, crashes just after takeoff from Manas Airport in Bishkek, Kyrgyzstan. 68 of the 90 passengers and crew on board are killed.",https://en.wikipedia.org/wiki/Iran_Aseman_Airlines_Flight_6895
1281,,August 27,Sriwijaya Air Flight 062,"Sriwijaya Air Flight 062, a Boeing 737-200 overruns the runway at Sultan Thaha Airport, Indonesia during a landing attempt, resulting in 26 injuries (14 of them serious). One person on the ground later dies from their injuries.",https://en.wikipedia.org/wiki/Sriwijaya_Air_Flight_062
1283,,September 14,Aeroflot Flight 821,"Aeroflot Flight 821, a Boeing 737, crashes on approach to Perm Airport from Moscow due to pilot error, killing all 88 people on board in the worst ever accident involving the Boeing 737-500.",https://en.wikipedia.org/wiki/Aeroflot_Flight_821
1284,,October 7,Qantas Flight 72,"Qantas Flight 72, an Airbus A330-300, makes an emergency landing in Exmouth, Australia, following a rapid descent that leaves over 70 people injured, 14 of them seriously.",https://en.wikipedia.org/wiki/Qantas_Flight_72
1285,,October 8,Yeti Airlines Flight 103,"Yeti Airlines Flight 103, a de Havilland Canada DHC-6 Twin Otter, crashes 60 nautical miles (110 km) from Mt Everest, Nepal, killing 18 of 19 people on board.",https://en.wikipedia.org/wiki/Yeti_Airlines_Flight_103
1286,,November 10,Ryanair Flight 4102,"Ryanair Flight 4102, a Boeing 737, suffers up to 90 bird strikes on its final approach to Rome Ciampino Airport, damaging landing gear and both engines. The aircraft lands safely; 10 of the 172 on board are treated for minor injuries.",https://en.wikipedia.org/wiki/Ryanair_Flight_4102
1287,,November 27,XL Airways Germany Flight 888T,"XL Airways Germany Flight 888T, an Airbus A320, crashes into the Mediterranean Sea on approach into Perpignan-Rivesaltes Airport, France. All seven on board are killed.",https://en.wikipedia.org/wiki/XL_Airways_Germany_Flight_888T
1288,,December 20,Continental Airlines Flight 1404,"Continental Airlines Flight 1404, a Boeing 737-500 with 115 people on board, veers off the runway upon takeoff from Denver International Airport, comes to rest in a ravine near the runway and catches fire; 38 people are injured.",https://en.wikipedia.org/wiki/Continental_Airlines_Flight_1404
1289,,January 15,US Airways Flight 1549,"US Airways Flight 1549, an Airbus A320 bound for Charlotte, North Carolina, ditches in the Hudson River shortly after taking off from LaGuardia Airport, New York City, due to total engine failure caused by multiple bird strikes; all 155 people on board survive the accident.",https://en.wikipedia.org/wiki/US_Airways_Flight_1549
1290,,January 27,Empire Airlines Flight 8284,"Empire Airlines Flight 8284, an ATR 42-300 operating a FedEx cargo flight in Texas, United States, crashes on approach to Lubbock Preston Smith International Airport due to pilot error; the two pilots on board survive the accident but the aircraft is destroyed.",https://en.wikipedia.org/wiki/Empire_Airlines_Flight_8284
1292,,February 12,Colgan Air Flight 3407,"Colgan Air Flight 3407, a Bombardier Dash 8 Q400 flying from Newark, New Jersey, to Buffalo, New York, United States, crashes into a house in Clarence Center, New York state, killing all 49 on board the aircraft and one person on the ground.",https://en.wikipedia.org/wiki/Colgan_Air_Flight_3407
1294,,March 12,Cougar Helicopters Flight 91,"Cougar Helicopters Flight 91, a Sikorsky S-92 transporting workers to oil platforms off Canada's Newfoundland coast, ditches in the Atlantic Ocean 34 miles (55 km) east-southeast of Newfoundland due to a main gearbox failure; 17 of the 18 on board are killed.",https://en.wikipedia.org/wiki/Cougar_Helicopters_Flight_91
1295,,March 20,Emirates Flight 407,"Emirates Flight 407, an Airbus A340-500 en route from Auckland, New Zealand, to Dubai, United Arab Emirates, suffers a tailstrike when attempting to take off from its intermediate stopover at Melbourne's Tullamarine Airport; the aircraft returns to the airport with no casualties.",https://en.wikipedia.org/wiki/Emirates_Flight_407
1296,,March 23,FedEx Express Flight 80,"FedEx Express Flight 80, a McDonnell Douglas MD-11 operating a cargo flight from Guangzhou, China, to Narita, Japan, crashes while attempting to land at Tokyo Narita International Airport, killing the two crew members on board the flight.",https://en.wikipedia.org/wiki/FedEx_Express_Flight_80
1297,,April 1,Bond Offshore Helicopters Flight 85N,"Bond Offshore Helicopters Flight 85N, a Eurocopter AS332 Super Puma returning from the Miller oilfield off the Aberdeenshire coast, Scotland, crashes 11 nautical miles (20 km) northeast of Peterhead due to a catastrophic failure of the main rotor gearbox; all 16 on board are killed.",https://en.wikipedia.org/wiki/Bond_Offshore_Helicopters_Flight_85N
1299,,April 17,Mimika Air Flight 514,"Mimika Air Flight 514, a Pilatus PC-6 operating a domestic flight in Western New Guinea, Indonesia, crashes into Mount Gergaji due to pilot error, killing all 11 people on board.",https://en.wikipedia.org/wiki/Mimika_Air_Flight_514
1300,,April 19,CanJet Flight 918,"CanJet Flight 918, a Boeing 737 operating a flight from Montego Bay, Jamaica, bound for Halifax, Canada, is seized on the ground before takeoff by a lone gunman; all 174 passengers are quickly released, but six crew members are taken hostage for several hours before being freed unharmed.",https://en.wikipedia.org/wiki/CanJet_Flight_918
1302,,June 30,Yemenia Flight 626,"Yemenia Flight 626, an Airbus A310 flying from Sanaa, Yemen, to Moroni, Comoros, crashes into the Indian Ocean on approach to Prince Said Ibrahim International Airport due to pilot error; all but one of the 153 occupants are killed, the sole survivor being a 12-year-old girl who is found clinging to the wreckage.",https://en.wikipedia.org/wiki/Yemenia_Flight_626
1303,,July 13,Southwest Airlines Flight 2294,"Southwest Airlines Flight 2294, a Boeing 737 en route from Nashville, Tennessee, to Baltimore, Maryland, United States, makes an emergency landing in Charleston, West Virginia, after a large hole opens in the skin of the fuselage at 34,000 feet (10,000 m) causing a loss of cabin pressure; the aircraft lands safely and no-one is injured.",https://en.wikipedia.org/wiki/Southwest_Airlines_Flight_2294
1304,,July 15,Caspian Airlines Flight 7908,"Caspian Airlines Flight 7908, a Tupolev Tu-154 flying from Tehran, Iran, to Yerevan, Armenia, crashes 16 minutes after takeoff due to uncontained engine failure, killing all 168 people on board.",https://en.wikipedia.org/wiki/Caspian_Airlines_Flight_7908
1305,,July 24,Aria Air Flight 1525,"Aria Air Flight 1525, an Ilyushin Il-62 operating a domestic flight in Iran, overshoots the runway while attempting to land at Mashhad International Airport, killing 16 of the 173 on board.",https://en.wikipedia.org/wiki/Aria_Air_Flight_1525
1306,,August 2,Merpati Nusantara Airlines Flight 9760,"Merpati Nusantara Airlines Flight 9760, a de Havilland Canada DHC-6 Twin Otter operating a domestic flight in the Indonesian province of Papua, crashes into a mountain on approach to Oksibil Airport in good weather, due to pilot error; all 15 people on board are killed.",https://en.wikipedia.org/wiki/Merpati_Nusantara_Airlines_Flight_9760
1307,,August 4,Bangkok Airways Flight 266,"Bangkok Airways Flight 266, an ATR 72-200 operating a domestic flight in Thailand, crashes while attempting to land at Samui Airport on Ko Samui island, resulting in at least one confirmed death and 37 injuries amongst the 72 people on board.",https://en.wikipedia.org/wiki/Bangkok_Airways_Flight_266
1308,,August 11,Airlines PNG Flight 4684,"Airlines PNG Flight 4684, a de Havilland Canada DHC-6 Twin Otter operating a domestic flight in southeastern Papua New Guinea, crashes into mountainous terrain while on approach to Kokoda Airport due to poor visibility; all 13 people on board die in the accident.",https://en.wikipedia.org/wiki/Airlines_PNG_Flight_4684
1310,,September 9,Aeroméxico Flight 576,"Aeroméxico Flight 576, a Boeing 737 flying from Cancún to Mexico City, Mexico, is hijacked by a Bolivian man carrying a fake explosive device; after landing in Mexico City, the aircraft is stormed by officials and all 107 passengers and crew are released unharmed.",https://en.wikipedia.org/wiki/Aerom%C3%A9xico_Flight_576
1311,,September 24,Airlink Flight 8911,"Airlink Flight 8911, a BAe Jetstream 41 operating a domestic flight in South Africa, crashes into a school shortly after taking off from Durban International Airport; the pilot dies two weeks later from injuries sustained in the crash.",https://en.wikipedia.org/wiki/Airlink_Flight_8911
1312,,October 21,Azza Transport Flight 2241,"Azza Transport Flight 2241, a Boeing 707 bound for Khartoum, Sudan, crashes on takeoff from Sharjah International Airport, United Arab Emirates, due to pilot error; all six on board the aircraft are killed.",https://en.wikipedia.org/wiki/Azza_Transport_Flight_2241
1313,,November 12,RwandAir Flight 205,"RwandAir Flight 205, a Bombardier CRJ-100 bound for Entebbe, Uganda, crashes into a terminal building at Kigali International Airport in Rwanda shortly after returning for an emergency landing due to difficulties with the flight controls; one of the 10 passengers is killed.",https://en.wikipedia.org/wiki/RwandAir_Flight_205
1315,,November 28,Avient Aviation Flight 324,"Avient Aviation Flight 324, a McDonnell Douglas MD-11F bound for Manas International Airport, Kyrgyzstan, overshoots the runway during takeoff at Shanghai Pudong International Airport, China, killing three of the seven crew members on board.The aftermath of American Airlines Flight 331",https://en.wikipedia.org/wiki/Avient_Aviation_Flight_324
1316,,December 22,American Airlines Flight 331,"American Airlines Flight 331, a Boeing 737-800 operating a flight from the United States to Kingston, Jamaica, overshoots the runway on landing at Norman Manley International Airport due to pilot error; there are multiple injuries amongst the 154 people on board.",https://en.wikipedia.org/wiki/American_Airlines_Flight_331
1317,,December 25,Northwest Airlines Flight 253,"Northwest Airlines Flight 253, an Airbus A330-300 flying from Amsterdam Airport Schiphol, Netherlands, to Detroit Metropolitan Airport, Michigan, United States, is attacked by a man using a small explosive device, causing a small onboard fire; the perpetrator is subdued by passengers and crew, and the fire quickly extinguished.",https://en.wikipedia.org/wiki/Northwest_Airlines_Flight_253
1318,,January 24,Taban Air Flight 6437,"Taban Air Flight 6437, a Tupolev Tu-154M operating a domestic flight in Iran, crashed while making an emergency landing at Mashhad International Airport; all 170 occupants on board survived with 47 receiving minor injuries.",https://en.wikipedia.org/wiki/Taban_Air_Flight_6437
1319,,January 25,Ethiopian Airlines Flight 409,"Ethiopian Airlines Flight 409, a Boeing 737-800 bound for the Ethiopian capital, Addis Ababa, crashed into the Mediterranean Sea shortly after takeoff from Beirut Rafic Hariri International Airport; all 90 people on board were killed.",https://en.wikipedia.org/wiki/Ethiopian_Airlines_Flight_409
1321,,April 13,AeroUnion Flight 302,"AeroUnion Flight 302, an Airbus A300B4F operating a cargo flight from Mexico City, crashed following a missed approach to Monterrey International Airport, Mexico; all five crew members were killed, as well as one person on the ground.",https://en.wikipedia.org/wiki/AeroUnion_Flight_302
1322,,April 13,Merpati Nusantara Airlines Flight 836,"Merpati Nusantara Airlines Flight 836, a Boeing 737 operating a domestic flight in Indonesia, overshot the runway at Rendani Airport; all 103 people on board survived with three seriously injured.",https://en.wikipedia.org/wiki/Merpati_Nusantara_Airlines_Flight_836
1323,,April 13,Cathay Pacific Flight 780,"Cathay Pacific Flight 780, an Airbus A330 flying from Juanda International Airport, Indonesia, to Hong Kong, conducted an emergency landing after the engine thrust controls malfunctioned due to contaminated fuel; 57 of the 309 passengers were injured in the following evacuation.",https://en.wikipedia.org/wiki/Cathay_Pacific_Flight_780
1324,,May 12,Afriqiyah Airways Flight 771,"Afriqiyah Airways Flight 771, an Airbus A330 operating a flight from Johannesburg, South Africa, to Tripoli International Airport, Libya crashed while attempting to land in low visibility killing all but one of the 104 people on board.",https://en.wikipedia.org/wiki/Afriqiyah_Airways_Flight_771
